Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B1A B1A V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-12T23:00:00+11:00 Sydney,14kW,16kW,24kW,,117kW,126kW,9kW,6kW,0kW,0kW,17kW,1kW,1kW,,3kW,0kW,251kW,1kW,2kW,1kW,17kW,98kW,0kW,36kW,26kW,,46kW,7kW,0kW,0kW,,,13kW,1kW,8kW,8kW,1kW,37kW,,10kW,40kW,121kW,22kW,0kW,40kW,0kW,,2kW,74kW,2kW,40kW,2408.2350006103516kW,,43kW,0kW,0kW,14kW,7kW,0kW,0kW,1kW,30kW,26kW,28kW,1kW,2kW,175kW,77kW,0.0555446483194828kW,0kW,1kW,0kW,52kW,,,16kW,0kW,0kW,77kW,14kW,0kW,,404kW,11kW,97.16666666666667kW,35kW,,,388kW,8kW,,0kW,1kW,0kW,1kW,118kW,8kW,0kW,4kW,86kW,0kW,,0kW,354kW,41kW,33.69230769230769kW,40kW,21kW,0kW,,0kW,16kW,,3kW,,0kW,400kW,,610.3245735168457kW,2kW,,0kW,309kW,1kW,16kW,22kW,8kW,31kW,121kW,0kW,,38kW,3kW,7855.975060837343kW,9358.798221588135kW,146kW,33kW,,1kW,0kW,4kW,667kW,,,0kW,18kW,8kW,75kW,3kW,346kW,0kW,58kW,0kW
2016-02-12T23:10:00+11:00 Sydney,21kW,16kW,24kW,,119kW,126kW,9kW,11kW,0kW,0kW,17kW,1kW,1kW,,3kW,0kW,251kW,1kW,3kW,1kW,17kW,98kW,0kW,37kW,29kW,,44kW,7kW,0kW,0kW,,,15kW,1kW,8kW,8kW,2kW,37kW,,10kW,40kW,121kW,22kW,0kW,40kW,0kW,,2kW,67kW,2kW,40kW,2383.0993041992188kW,,122kW,0kW,0kW,14kW,7kW,0kW,0kW,1kW,30kW,26kW,33kW,1kW,3kW,185kW,77kW,0.0555446483194828kW,0kW,1kW,0kW,58kW,,,18kW,0kW,0kW,78kW,14kW,0kW,,406kW,11kW,97.50000000000001kW,35kW,,,404kW,6kW,,0kW,3kW,0kW,5kW,119kW,8kW,0kW,4kW,86kW,0kW,,0kW,351kW,40kW,35.38461538461539kW,63kW,19kW,0kW,,0kW,18kW,,3kW,,0kW,420.5kW,,609.2051773071289kW,2kW,,0kW,309kW,2kW,20kW,25kW,8kW,31kW,118kW,0kW,,38kW,3kW,8021.839253852144kW,9503.167495727539kW,148kW,33kW,,1kW,0kW,4kW,702kW,,,0kW,18kW,8kW,,3kW,341kW,0kW,63kW,0kW
2016-02-12T23:20:00+11:00 Sydney,21kW,16kW,24kW,,119kW,124kW,7kW,11kW,0kW,0kW,17kW,1kW,1kW,,2kW,0kW,247kW,1kW,3kW,1kW,17kW,101kW,0kW,40kW,29kW,,43kW,7kW,0kW,0kW,,,15kW,1kW,4kW,4kW,2kW,36kW,,9kW,38kW,109kW,22kW,0kW,40kW,0kW,,1kW,69kW,2kW,31kW,2455.132827758789kW,,122kW,0kW,0kW,13kW,6kW,0kW,0kW,1kW,23kW,23kW,33kW,1kW,3kW,185kW,74kW,0.05532350018620491kW,0kW,1kW,0kW,58kW,,,18kW,0kW,0kW,78kW,11kW,0kW,,406kW,12kW,97.66666666666669kW,33kW,,,404kW,7kW,,0kW,1kW,0kW,5kW,119kW,7kW,0kW,4kW,46kW,0kW,,0kW,351kW,40kW,37.07692307692308kW,43kW,21kW,0kW,,0kW,18kW,,3kW,,0kW,420kW,,588.4584922790527kW,2kW,,0kW,297kW,2kW,20kW,25kW,8kW,30kW,120.125kW,0kW,,33kW,3kW,8006.59806198813kW,9336.148181915283kW,148kW,13kW,,1kW,0kW,4kW,693kW,,,0kW,18kW,8kW,,3kW,330kW,0kW,63kW,0kW
2016-02-12T23:30:00+11:00 Sydney,18kW,15kW,23kW,,157.5kW,127kW,,,0kW,,,1kW,1kW,,2kW,0kW,243.25kW,0kW,2kW,,,,,,23kW,,38kW,,0kW,,,,,1kW,,,,,,13kW,,97.28571428571429kW,,0kW,,0kW,,,72kW,2kW,,2451.1663513183594kW,,,,,14kW,,0kW,,1kW,23kW,23kW,,0.8571428571428572kW,,183.28571428571428kW,,0.053706794045865536kW,,1kW,,56.42857142857143kW,,,16kW,0kW,0kW,76kW,,0kW,,405kW,12kW,,33kW,,,395.25kW,,,,,0kW,1kW,117kW,,,,46kW,0kW,,,350.0357142857143kW,43kW,34.769230769230774kW,,21kW,,,,18kW,,,,0kW,412.75kW,,588.1206348964146kW,,,,271kW,,,23kW,8kW,,122.375kW,,,,,7784.185452179584kW,9220.684368610382kW,,,,,0kW,,676kW,,,0kW,18kW,,,,,0kW,62kW,
2016-02-12T23:40:00+11:00 Sydney,18kW,19kW,24kW,,150kW,127kW,,,0kW,,,1kW,1kW,,2kW,0kW,240.5kW,0kW,2kW,,,,,,26kW,,38kW,,0kW,,,,,1kW,,,,,,10kW,,101.57142857142857kW,,0kW,,0kW,,,72kW,6kW,,2440.2669219970703kW,,,,,14kW,,0kW,,1kW,24kW,22kW,,0.6785714285714285kW,,171.57142857142858kW,,0.05282938666641712kW,,1kW,,55.285714285714285kW,,,17kW,0kW,0kW,100kW,,0kW,,404kW,11kW,,32kW,,,375.5kW,,,,,0kW,1kW,106kW,,,,45kW,0kW,,,350.5178571428571kW,43kW,42.46153846153846kW,,20kW,,,,20kW,,,,0kW,405.5kW,,586.2046579633441kW,,,,271kW,,,22kW,9kW,,124.625kW,,,,,7739.362795112388kW,9291.712320327759kW,,,,,0kW,,659kW,,,0kW,18kW,,,,,0kW,60kW,
2016-02-12T23:50:00+11:00 Sydney,18kW,,,,,,,,,,,,,,,,236.75kW,0kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62kW,,,,,,,,,,0kW,,,,,,,,,,0.051185390911996365kW,,1kW,,,,,,,,,,,,,,,,,,,,,,,0kW,1kW,,,,,42kW,,,,,,42.30769230769231kW,,,,,,20kW,,,,,398.25kW,,579.8473354521251kW,,,,,,,21kW,,,,,,,,7714.106478173774kW,9165.676732063293kW,,,,,,,,,,,18kW,,,,,,,
2016-02-13T00:00:00+11:00 Sydney,18kW,23kW,23kW,,95kW,124kW,6kW,6kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,238kW,0kW,2kW,1kW,17kW,93kW,0kW,37kW,28kW,,38kW,4kW,0kW,0kW,,,15kW,1kW,8kW,8kW,1kW,35kW,,9kW,38kW,99kW,21kW,0kW,39kW,0kW,,2kW,54kW,2kW,34kW,2452.3674926757812kW,,120kW,0kW,0kW,16kW,8kW,0kW,0kW,1kW,22kW,24kW,30kW,1kW,2kW,186kW,75kW,0.0483042411506176kW,0kW,1kW,0kW,50kW,,,19kW,0kW,0kW,62kW,11kW,0kW,,400kW,11kW,99kW,30kW,,,344kW,9kW,,0kW,3kW,0kW,1kW,118kW,7kW,0kW,8kW,41kW,0kW,,0kW,349kW,41kW,41kW,50kW,18kW,0kW,,0kW,18kW,,1kW,,0kW,413kW,,549.0742950439453kW,2kW,,0kW,303kW,2kW,19kW,21kW,9kW,30kW,129kW,0kW,,29kW,3kW,7762.672253927216kW,9195.116180419922kW,147kW,10kW,,1kW,0kW,4kW,659kW,,,0kW,18kW,8kW,85kW,3kW,339kW,0kW,59kW,0kW
2016-02-13T00:10:00+11:00 Sydney,14kW,23kW,25kW,,117kW,124kW,7kW,10kW,0kW,0kW,16kW,1kW,1kW,,4kW,0kW,236kW,1kW,2kW,1kW,17kW,101kW,0kW,37kW,25kW,,55kW,3kW,0kW,0kW,,,17kW,1kW,4kW,4kW,1kW,35kW,,8kW,41kW,108kW,22kW,0kW,35kW,0kW,,2kW,66kW,2kW,22kW,2450.3119049072266kW,,41kW,0kW,0kW,14kW,8kW,0kW,0kW,1kW,23kW,22kW,28kW,0kW,5kW,186kW,78kW,0.052874378859996796kW,0kW,1kW,0kW,52kW,,,18kW,0kW,0kW,66kW,9kW,0kW,,381kW,11kW,98kW,27kW,,,356kW,7kW,,0kW,1kW,0kW,1kW,118kW,7kW,0kW,5kW,42kW,0kW,,0kW,370kW,39kW,40kW,52kW,20kW,0kW,,0kW,17kW,,9kW,,0kW,416kW,,546.0742950439453kW,3kW,,0kW,269kW,1kW,22kW,21kW,8kW,30kW,129kW,0kW,,30kW,2kW,7713.674538996071kW,9120.344551086426kW,146kW,9kW,,1kW,0kW,4kW,659kW,,,0kW,18kW,12kW,83kW,3kW,339kW,0kW,57kW,0kW
2016-02-13T00:20:00+11:00 Sydney,14kW,17kW,25kW,,117kW,127kW,7kW,10kW,0kW,0kW,18kW,1kW,1kW,,4kW,0kW,248kW,4kW,2kW,5kW,17kW,101kW,0kW,36kW,25kW,,55kW,7kW,0kW,0kW,,,16kW,1kW,4kW,4kW,1kW,38kW,,9kW,41kW,108kW,22kW,0kW,36kW,0kW,,2kW,69kW,2kW,22kW,2454.3119049072266kW,,41kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,19kW,22kW,29kW,0kW,5kW,170kW,78kW,0.05793583020567894kW,0kW,1kW,0kW,62kW,,,16kW,0kW,0kW,64kW,9kW,0kW,,381kW,11kW,98kW,31kW,,,356kW,9kW,,0kW,1kW,0kW,1kW,105kW,7kW,0kW,5kW,42kW,0kW,,0kW,356kW,38kW,44kW,52kW,20kW,0kW,,0kW,19kW,,9kW,,0kW,391kW,,532.6094932556152kW,2kW,,0kW,269kW,1kW,19kW,21kW,8kW,30kW,125kW,0kW,,33kW,3kW,7616.780339624733kW,9105.103984832764kW,146kW,10kW,,1kW,0kW,4kW,635kW,,,0kW,18kW,12kW,92kW,3kW,334kW,0kW,57kW,0kW
2016-02-13T00:30:00+11:00 Sydney,14kW,17kW,25kW,,150kW,127kW,7kW,10kW,0kW,0kW,18kW,1kW,1kW,,2kW,0kW,248kW,4kW,2kW,5kW,17kW,82kW,0kW,36kW,27kW,,42kW,7kW,0kW,0kW,,,17kW,1kW,8kW,8kW,1kW,38kW,,9kW,38kW,100kW,21kW,0kW,36kW,0kW,,2kW,69kW,2kW,40kW,2434.5386962890625kW,,25kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,19kW,22kW,31kW,2kW,4kW,178kW,79kW,0.05793583020567894kW,0kW,1kW,0kW,62kW,,,20kW,0kW,0kW,71kW,9kW,0kW,,378kW,11kW,98kW,31kW,,,337kW,6kW,,0kW,1kW,0kW,1kW,114kW,8kW,0kW,4kW,42kW,0kW,,0kW,341kW,38kW,46kW,47kW,21kW,0kW,,0kW,19kW,,5kW,,0kW,406kW,,535.4932022094727kW,2kW,,0kW,263kW,1kW,20kW,21kW,8kW,34kW,122kW,0kW,,33kW,3kW,7604.996376851574kW,8906.618534088135kW,147kW,11kW,,1kW,0kW,3kW,635kW,,,0kW,18kW,9kW,92kW,6kW,325kW,0kW,53kW,0kW
2016-02-13T00:40:00+11:00 Sydney,14kW,15kW,25kW,,150kW,126kW,7kW,6kW,0kW,0kW,17kW,1kW,1kW,,2kW,0kW,244kW,1kW,2kW,1kW,17kW,95kW,0kW,36kW,27kW,,40kW,3kW,0kW,0kW,,,17kW,1kW,8kW,8kW,1kW,35kW,,8kW,38kW,85kW,21kW,0kW,36kW,0kW,,1kW,69kW,2kW,40kW,2423.1567993164062kW,,41kW,0kW,0kW,14kW,4kW,0kW,0kW,1kW,19kW,22kW,31kW,2kW,2kW,172kW,79kW,0.05355997756123543kW,0kW,1kW,0kW,60kW,,,20kW,0kW,0kW,71kW,9kW,0kW,,402kW,11kW,98kW,29kW,,,337kW,7kW,,0kW,4kW,0kW,1kW,114kW,8kW,0kW,4kW,41kW,0kW,,0kW,344kW,39kW,46kW,61kW,18kW,0kW,,0kW,19kW,,5kW,,0kW,406kW,,552.395809173584kW,2kW,,0kW,259kW,1kW,20kW,20kW,8kW,34kW,123kW,0kW,,30kW,3kW,7684.1881836447865kW,9131.466205596924kW,147kW,11kW,,1kW,0kW,3kW,690kW,,,0kW,18kW,8kW,72kW,6kW,342kW,0kW,52kW,0kW
2016-02-13T00:50:00+11:00 Sydney,11kW,16kW,25kW,,132kW,126kW,6kW,7kW,0kW,0kW,16kW,1kW,1kW,,3kW,0kW,245kW,1kW,3kW,1kW,17kW,99kW,0kW,36kW,23kW,,44kW,7kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,36kW,,7kW,35kW,93kW,22kW,0kW,33kW,0kW,,1kW,52kW,2kW,35kW,2423.1567993164062kW,,42kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,20kW,27kW,27kW,1kW,3kW,172kW,77kW,0.05410352721810341kW,0kW,1kW,0kW,58kW,,,16kW,0kW,0kW,71kW,9kW,0kW,,397kW,11kW,102kW,30kW,,,320kW,7kW,,0kW,4kW,0kW,1kW,105kW,8kW,0kW,4kW,41kW,0kW,,0kW,364kW,39kW,37kW,67kW,20kW,0kW,,0kW,15kW,,1kW,,0kW,385kW,,552.395809173584kW,3kW,,0kW,259kW,1kW,19kW,20kW,8kW,32kW,123kW,0kW,,29kW,3kW,7619.188455419615kW,9087.353042602539kW,148kW,11kW,,1kW,0kW,4kW,695kW,,,0kW,18kW,8kW,85kW,3kW,342kW,0kW,55kW,0kW
2016-02-13T01:00:00+11:00 Sydney,10kW,14kW,23kW,,132kW,124kW,6kW,8kW,0kW,0kW,16kW,1kW,1kW,,3kW,0kW,245kW,1kW,3kW,1kW,17kW,99kW,0kW,33kW,23kW,,44kW,7kW,0kW,0kW,,,13kW,3kW,4kW,4kW,1kW,36kW,,8kW,35kW,95kW,22kW,0kW,33kW,0kW,,1kW,63kW,2kW,35kW,2453.333297729492kW,,42kW,0kW,0kW,18kW,5kW,0kW,0kW,1kW,23kW,22kW,33kW,1kW,3kW,173kW,81kW,0.05410352721810341kW,0kW,1kW,0kW,58kW,,,18kW,0kW,0kW,70kW,9kW,0kW,,399kW,11kW,107kW,31kW,,,345kW,13kW,,0kW,3kW,0kW,1kW,76kW,8kW,0kW,4kW,40kW,0kW,,0kW,359kW,37kW,38kW,67kW,20kW,0kW,,0kW,14kW,,9kW,,0kW,397kW,,554.6027984619141kW,2kW,,0kW,256kW,1kW,19kW,23kW,8kW,32kW,116kW,0kW,,25kW,3kW,7546.161216322333kW,9103.629657745361kW,148kW,11kW,,1kW,0kW,4kW,630kW,,,0kW,18kW,8kW,91kW,3kW,329kW,0kW,57kW,0kW
2016-02-13T01:10:00+11:00 Sydney,10kW,14kW,23kW,,116kW,123kW,6kW,8kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,233kW,1kW,2kW,1kW,17kW,86kW,0kW,35kW,23kW,,38kW,4kW,0kW,0kW,,,13kW,3kW,4kW,4kW,1kW,36kW,,8kW,34kW,95kW,22kW,0kW,33kW,0kW,,1kW,63kW,2kW,34kW,2450.4156036376953kW,,26kW,0kW,0kW,18kW,4kW,0kW,0kW,1kW,23kW,22kW,33kW,1kW,2kW,173kW,81kW,0.05323708802461624kW,0kW,1kW,0kW,54kW,,,18kW,0kW,0kW,70kW,9kW,0kW,,399kW,11kW,107kW,31kW,,,345kW,4kW,,0kW,1kW,0kW,1kW,105kW,8kW,0kW,4kW,40kW,0kW,,0kW,330kW,39kW,41kW,47kW,24kW,0kW,,0kW,14kW,,9kW,,0kW,397kW,,553.3854866027832kW,2kW,,0kW,256kW,1kW,19kW,23kW,8kW,30kW,115kW,0kW,,25kW,3kW,7532.745733335528kW,9128.834579467773kW,148kW,10kW,,1kW,0kW,4kW,626kW,,,0kW,18kW,8kW,91kW,3kW,328kW,0kW,57kW,0kW
2016-02-13T01:20:00+11:00 Sydney,10kW,16kW,23kW,,115kW,123kW,6kW,10kW,0kW,0kW,16kW,1kW,1kW,,3kW,0kW,239kW,1kW,2kW,1kW,17kW,86kW,0kW,35kW,28kW,,43kW,4kW,0kW,0kW,,,14kW,3kW,8kW,8kW,1kW,37kW,,8kW,34kW,104kW,22kW,0kW,31kW,0kW,,1kW,69kW,2kW,38kW,2469.4156036376953kW,,41kW,0kW,0kW,18kW,5kW,0kW,0kW,1kW,27kW,22kW,27kW,1kW,2kW,176kW,72kW,0.0544966422021389kW,0kW,1kW,0kW,54kW,,,19kW,0kW,0kW,69kW,9kW,0kW,,399kW,11kW,91kW,27kW,,,345kW,4kW,,0kW,1kW,0kW,1kW,105kW,8kW,0kW,4kW,75kW,0kW,,0kW,341kW,39kW,42kW,47kW,24kW,0kW,,0kW,14kW,,10kW,,0kW,410.0132450331126kW,,553.3854866027832kW,5kW,,0kW,256kW,1kW,20kW,21kW,8kW,34kW,118kW,0kW,,28kW,2kW,7632.51608415739kW,8989.93242263794kW,146kW,10kW,,1kW,0kW,4kW,671kW,,,0kW,18kW,8kW,91kW,3kW,328kW,0kW,57kW,0kW
2016-02-13T01:30:00+11:00 Sydney,10kW,16kW,24kW,,147kW,123kW,6kW,10kW,0kW,0kW,16kW,1kW,1kW,,3kW,0kW,239kW,4kW,2kW,1kW,19kW,91kW,0kW,32kW,28kW,,43kW,3kW,0kW,0kW,,,14kW,1kW,8kW,8kW,1kW,37kW,,7kW,34kW,104kW,22kW,0kW,33kW,0kW,,1kW,69kW,2kW,38kW,2455.9089965820312kW,,41kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,27kW,22kW,31kW,1kW,3kW,177kW,78kW,0.0544966422021389kW,0kW,1kW,0kW,52kW,,,21kW,0kW,0kW,68kW,9kW,0kW,,377kW,11kW,106kW,27kW,,,345kW,8kW,,0kW,1kW,0kW,1kW,116kW,7kW,0kW,4kW,75kW,0kW,,0kW,364kW,37kW,39kW,56kW,22kW,0kW,,0kW,14kW,,10kW,,0kW,412kW,,537.4472961425781kW,3kW,,0kW,247kW,2kW,20kW,20kW,8kW,34kW,117kW,0kW,,25kW,3kW,7626.774570415038kW,8999.06192779541kW,146kW,12kW,,1kW,0kW,4kW,645.0069930069931kW,,,0kW,18kW,8kW,80kW,3kW,315kW,0kW,51kW,0kW
2016-02-13T01:40:00+11:00 Sydney,11kW,15kW,24kW,,147kW,122kW,7kW,10kW,0kW,0kW,16kW,1kW,1kW,,3kW,0kW,249kW,4kW,2kW,1kW,19kW,91kW,0kW,34kW,25kW,,34kW,4kW,0kW,0kW,,,15kW,1kW,8kW,8kW,1kW,35kW,,7kW,31kW,84kW,22kW,0kW,33kW,0kW,,1kW,71kW,2kW,24kW,2446.7312927246094kW,,44kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,24kW,24kW,33kW,1kW,3kW,172kW,78kW,0.05362524837255478kW,0kW,1kW,0kW,54kW,,,22kW,0kW,0kW,77kW,9kW,0kW,,378kW,11kW,106kW,32kW,,,337.0033444816054kW,9kW,,0kW,1kW,0kW,1kW,116kW,7kW,0kW,4kW,40kW,0kW,,0kW,339kW,42kW,35kW,47kW,20kW,0kW,,0kW,14kW,,3kW,,0kW,392kW,,541.1100044250488kW,3kW,,0kW,303kW,5kW,16kW,20kW,8kW,34kW,117kW,0kW,,29kW,3kW,7552.836164370137kW,9010.104949951172kW,148kW,12kW,,1kW,0kW,4kW,647kW,,,0kW,18kW,8kW,83kW,3kW,320kW,0kW,46kW,0kW
2016-02-13T01:50:00+11:00 Sydney,11kW,13kW,23kW,,144kW,125kW,6kW,7kW,0kW,0kW,17kW,1kW,1kW,,3kW,0kW,247kW,1kW,2kW,1kW,17kW,87kW,0kW,34kW,27kW,,47kW,3kW,0kW,0kW,,,15kW,1kW,4kW,4kW,1kW,35kW,,7kW,29kW,91kW,22kW,0kW,32kW,0kW,,1kW,71kW,2kW,29kW,2446.7312927246094kW,,29kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,19kW,24kW,33kW,2kW,2kW,172kW,76kW,0.05164829269051552kW,0kW,1kW,0kW,60kW,,,22kW,0kW,0kW,77kW,8kW,0kW,,400kW,11kW,92kW,32kW,,,329kW,9kW,,0kW,1kW,0kW,1kW,105kW,8kW,6kW,4kW,41kW,0kW,,0kW,358kW,42kW,35kW,60kW,21kW,0kW,,0kW,14kW,,1kW,,0kW,395kW,,541.1100044250488kW,2kW,,0kW,303kW,5kW,15kW,20kW,8kW,34kW,114kW,0kW,,29kW,3kW,7600.643908247357kW,8960.997428894043kW,148kW,11kW,,1kW,0kW,5kW,662kW,,,0kW,18kW,9kW,83kW,3kW,323kW,0kW,50kW,0kW
2016-02-13T02:00:00+11:00 Sydney,11kW,13kW,25kW,,113kW,125kW,6kW,14kW,0kW,0kW,17kW,1kW,1kW,,2kW,0kW,258kW,5kW,2kW,1kW,18kW,89kW,0kW,33kW,27kW,,50kW,7kW,0kW,0kW,,,13kW,1kW,5kW,5kW,2kW,35kW,,8kW,35kW,82kW,22kW,0kW,29kW,0kW,,2kW,54kW,6kW,41kW,2435.382293701172kW,,29kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,19kW,22kW,30kW,2kW,2kW,189kW,80kW,0.05364057421684265kW,0kW,1kW,0kW,60kW,,,15kW,0kW,0kW,69kW,9kW,0kW,,400kW,11kW,92kW,25kW,,,310kW,7kW,,0kW,3kW,0kW,1kW,105kW,8kW,6kW,5kW,42kW,0kW,,0kW,383.05033557046977kW,41kW,29kW,60kW,21kW,0kW,,0kW,14kW,,1kW,,0kW,366kW,,552.8727035522461kW,2kW,,0kW,285kW,5kW,15kW,19kW,8kW,29kW,106kW,0kW,,26kW,1kW,7595.722441389552kW,8853.350227055229kW,143kW,10kW,,1kW,0kW,5kW,662kW,,,0kW,19kW,9kW,88kW,3kW,323kW,0kW,52kW,0kW
2016-02-13T02:10:00+11:00 Sydney,10kW,13kW,23kW,,112kW,123kW,6kW,10kW,0kW,0kW,16kW,1kW,1kW,,2kW,0kW,258kW,1kW,2kW,1kW,18kW,89kW,0kW,32kW,26kW,,50kW,7kW,0kW,0kW,,,15kW,1kW,8kW,8kW,2kW,35kW,,8kW,34kW,90kW,22kW,0kW,33kW,0kW,,2kW,67kW,2kW,41kW,2403.501007080078kW,,121kW,0kW,0kW,13kW,5kW,0kW,0kW,1kW,18kW,22kW,28kW,1kW,3kW,169kW,82kW,0.054229505360126495kW,0kW,1kW,0kW,56kW,,,17kW,0kW,0kW,65kW,8kW,0kW,,379kW,11kW,97kW,29kW,,,338kW,6kW,,0kW,3kW,0kW,1kW,103kW,8kW,0kW,5kW,41kW,0kW,,0kW,359kW,40kW,34kW,43kW,19kW,0kW,,0kW,15kW,,2kW,,0kW,402kW,,552.8727035522461kW,3kW,,0kW,267kW,1kW,15kW,19kW,8kW,30kW,109kW,0kW,,25kW,3kW,7432.766227606684kW,8852.820526123047kW,146kW,9kW,,1kW,0kW,3kW,628kW,,,0kW,19kW,8kW,88kW,3kW,311kW,0kW,50kW,0kW
2016-02-13T02:20:00+11:00 Sydney,10kW,13kW,23kW,,135kW,122kW,6kW,10kW,0kW,0kW,17kW,1kW,1kW,,2kW,0kW,251kW,1kW,2kW,1kW,17kW,85kW,0kW,35kW,26kW,,40kW,3kW,0kW,0kW,,,15kW,1kW,8kW,8kW,1kW,35kW,,8kW,34kW,94kW,22kW,0kW,33kW,0kW,,2kW,67kW,2kW,21kW,2406.570602416992kW,,121kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,22kW,22kW,35kW,2kW,3kW,169kW,82kW,0.054229505360126495kW,0kW,1kW,0kW,52kW,,,17kW,0kW,0kW,70kW,12kW,0kW,,401kW,11kW,98kW,35kW,,,338kW,12kW,,0kW,1kW,0kW,1kW,102kW,7kW,0kW,4kW,45kW,0kW,,0kW,354kW,43kW,34kW,45kW,21kW,0kW,,0kW,15kW,,2kW,,0kW,412kW,,506.57680892944336kW,3kW,,0kW,262kW,1kW,17kW,19kW,8kW,30kW,106kW,0kW,,29kW,3kW,7507.536479562521kW,8972.05676651001kW,147kW,12kW,,1kW,0kW,3kW,623kW,,,0kW,18kW,8kW,86kW,3kW,311kW,0kW,50kW,0kW
