Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-07-20T17:55:00+10:00 Sydney,182.8445524578157kW,41kW,47kW,"","",144kW,157kW,23kW,9kW,62kW,3kW,40kW,2kW,2kW,"",13kW,0kW,"",6kW,8kW,1kW,30kW,152kW,1kW,117kW,25kW,0kW,37kW,10kW,0kW,7kW,0kW,0kW,45kW,0kW,19kW,19kW,1kW,140kW,19kW,31kW,150kW,187kW,45kW,1kW,135kW,0kW,0kW,2kW,82kW,25kW,57kW,1735.061996459961kW,15kW,78kW,68kW,0kW,52kW,10kW,26kW,41kW,3kW,53kW,95kW,51kW,7kW,15kW,136kW,128kW,0.027244385331869125kW,1kW,8kW,0kW,41kW,4kW,"",74kW,246kW,"",12kW,153kW,31kW,0kW,17kW,218kW,45kW,54kW,145kW,67kW,5kW,730kW,5kW,"",2kW,1kW,0kW,1kW,0kW,11kW,0kW,13kW,119kW,0kW,64kW,0kW,387kW,93kW,61kW,0kW,41kW,0kW,1kW,133kW,25kW,112kW,5kW,"",85kW,"","",177.55849838256836kW,12kW,3kW,1kW,366kW,5kW,37kW,70kW,21kW,84kW,144kW,4kW,5kW,143kW,3kW,11313.492291685678kW,0kW,166kW,57kW,"",0kW,11kW,10kW,706kW,12kW,"",1kW,19kW,15kW,166kW,2kW,435kW,3kW,131kW,12kW
2016-07-20T18:00:00+10:00 Sydney,182.84079236977462kW,41kW,47kW,"","",144kW,155kW,29kW,9kW,56kW,3kW,40kW,1kW,2kW,"",13kW,0kW,"",6kW,8kW,1kW,30kW,152kW,5kW,117kW,25kW,0kW,33kW,10kW,0kW,7kW,0kW,0kW,45kW,0kW,16kW,16kW,1kW,140kW,19kW,31kW,150kW,187kW,45kW,1kW,141kW,0kW,0kW,2kW,82kW,26kW,58kW,1735.061996459961kW,15kW,55kW,76kW,0kW,50kW,8kW,23kW,41kW,3kW,45kW,95kW,51kW,7kW,15kW,135kW,128kW,0.027244385331869125kW,1kW,8kW,0kW,41kW,4kW,"",74kW,257kW,"",7kW,154kW,34kW,0kW,17kW,208kW,45kW,54kW,145kW,60kW,5kW,730kW,5kW,"",2kW,1kW,1kW,1kW,0kW,11kW,0kW,13kW,149kW,0kW,54kW,0kW,400kW,93kW,61kW,0kW,43kW,0kW,1kW,133kW,25kW,148kW,5kW,"",75kW,"","",169.55849838256836kW,12kW,3kW,1kW,357kW,5kW,29kW,71kW,21kW,86kW,144kW,4kW,5kW,143kW,3kW,11148.488531597635kW,0kW,166kW,57kW,"",1kW,11kW,10kW,700kW,12kW,"",1kW,19kW,15kW,149kW,4kW,427kW,3kW,119kW,12kW
2016-07-20T18:05:00+10:00 Sydney,182.83703228173354kW,41kW,47kW,"","",144kW,155kW,29kW,9kW,56kW,3kW,39kW,1kW,2kW,"",13kW,0kW,"",6kW,8kW,1kW,30kW,152kW,5kW,117kW,25kW,0kW,33kW,10kW,0kW,7kW,0kW,0kW,45kW,0kW,16kW,16kW,1kW,140kW,19kW,31kW,150kW,187kW,27kW,1kW,141kW,0kW,0kW,2kW,80kW,26kW,58kW,1735.061996459961kW,15kW,55kW,76kW,0kW,50kW,8kW,23kW,41kW,3kW,45kW,95kW,51kW,7kW,15kW,119kW,128kW,0.02738535776734352kW,1kW,8kW,0kW,41kW,4kW,"",106kW,257kW,"",7kW,154kW,34kW,0kW,17kW,200kW,27kW,58kW,145kW,60kW,5kW,730kW,5kW,"",2kW,1kW,1kW,1kW,0kW,11kW,0kW,13kW,149kW,0kW,54kW,0kW,400kW,83kW,58kW,0kW,43kW,0kW,1kW,133kW,23kW,148kW,5kW,"",75kW,"","",146.75530242919922kW,12kW,3kW,1kW,357kW,5kW,29kW,78kW,21kW,86kW,164kW,4kW,5kW,143kW,3kW,11116.681716528661kW,0kW,168kW,57kW,"",1kW,11kW,14kW,700kW,12kW,"",1kW,19kW,15kW,149kW,4kW,427kW,3kW,119kW,12kW
2016-07-20T18:10:00+10:00 Sydney,182.83327219369247kW,39kW,46kW,"","",130kW,146kW,29kW,5kW,56kW,6kW,39kW,1kW,2kW,"",11kW,0kW,"",5kW,5kW,1kW,19kW,136kW,5kW,109kW,23kW,0kW,39kW,6kW,0kW,8kW,0kW,0kW,35kW,0kW,16kW,16kW,1kW,140kW,19kW,26kW,145kW,207kW,27kW,1kW,141kW,0kW,0kW,4kW,80kW,26kW,58kW,1721.7066040039062kW,10kW,55kW,76kW,0kW,50kW,8kW,18kW,37kW,2kW,45kW,101kW,49kW,9kW,14kW,119kW,128kW,0.02738535776734352kW,1kW,1kW,0kW,41kW,3kW,"",106kW,257kW,"",7kW,154kW,34kW,0kW,17kW,200kW,27kW,58kW,118kW,60kW,5kW,743kW,6kW,"",4kW,1kW,0kW,1kW,0kW,10kW,0kW,9kW,165kW,0kW,54kW,0kW,396kW,83kW,59kW,0kW,43kW,0kW,2kW,139kW,23kW,148kW,5kW,"",75kW,"","",153.75530242919922kW,5kW,2kW,1kW,337kW,5kW,29kW,78kW,21kW,86kW,164kW,4kW,4kW,143kW,3kW,10917.322563984566kW,0kW,168kW,52kW,"",1kW,10kW,14kW,683kW,12kW,"",1kW,19kW,14kW,132kW,4kW,407kW,3kW,119kW,10kW
2016-07-20T18:15:00+10:00 Sydney,182.8295121056514kW,39kW,46kW,"","",130kW,146kW,13kW,5kW,57kW,6kW,39kW,2kW,2kW,"",11kW,0kW,"",5kW,5kW,1kW,19kW,136kW,1kW,109kW,23kW,0kW,39kW,6kW,0kW,8kW,0kW,0kW,35kW,0kW,17kW,17kW,1kW,122kW,19kW,26kW,145kW,207kW,27kW,1kW,140kW,0kW,0kW,4kW,80kW,30kW,41kW,1721.7066040039062kW,10kW,51kW,109kW,0kW,44kW,8kW,18kW,37kW,2kW,42kW,101kW,49kW,9kW,14kW,109kW,128kW,0.02738535776734352kW,1kW,1kW,0kW,41kW,3kW,"",102kW,257kW,"",7kW,150kW,29kW,0kW,17kW,209kW,27kW,58kW,118kW,67kW,5kW,743kW,6kW,"",4kW,1kW,0kW,1kW,0kW,10kW,0kW,9kW,165kW,0kW,58kW,0kW,400kW,83kW,60kW,0kW,35kW,0kW,2kW,139kW,23kW,140kW,5kW,"",79kW,"","",154.41000175476074kW,5kW,2kW,1kW,337kW,1kW,21kW,68kW,15kW,70kW,155kW,4kW,4kW,143kW,3kW,10806.973503222085kW,0kW,171kW,52kW,"",0kW,10kW,14kW,674kW,12kW,"",1kW,19kW,14kW,132kW,2kW,410kW,3kW,113kW,10kW
2016-07-20T18:20:00+10:00 Sydney,182.8257520176103kW,36kW,43kW,"","",130kW,146kW,13kW,5kW,57kW,6kW,37kW,2kW,2kW,"",11kW,0kW,"",5kW,5kW,1kW,19kW,162kW,1kW,112kW,23kW,0kW,39kW,6kW,0kW,8kW,0kW,0kW,33kW,0kW,17kW,17kW,1kW,122kW,19kW,26kW,153kW,207kW,31kW,1kW,140kW,0kW,0kW,4kW,84kW,30kW,41kW,1698.5243072509766kW,10kW,51kW,109kW,0kW,44kW,8kW,18kW,37kW,2kW,42kW,105kW,49kW,9kW,14kW,109kW,128kW,0.02775675803422928kW,1kW,1kW,0kW,41kW,3kW,"",102kW,257kW,"",7kW,150kW,29kW,0kW,17kW,204kW,31kW,57kW,118kW,67kW,5kW,743kW,6kW,"",4kW,1kW,0kW,1kW,0kW,10kW,0kW,9kW,165kW,0kW,58kW,0kW,384kW,89kW,64kW,0kW,35kW,0kW,2kW,139kW,24kW,140kW,5kW,"",79kW,"","",162.51409721374512kW,4kW,2kW,1kW,337kW,1kW,21kW,68kW,15kW,70kW,151kW,4kW,4kW,143kW,3kW,10806.891913240366kW,0kW,168kW,52kW,"",0kW,10kW,13kW,665kW,12kW,"",1kW,19kW,14kW,132kW,2kW,417kW,3kW,113kW,11kW
2016-07-20T18:25:00+10:00 Sydney,182.82199192956924kW,36kW,43kW,"","",131kW,160kW,13kW,5kW,52kW,6kW,37kW,2kW,2kW,"",10kW,0kW,"",5kW,5kW,1kW,19kW,162kW,1kW,112kW,27kW,0kW,33kW,6kW,0kW,8kW,0kW,0kW,33kW,0kW,18kW,18kW,1kW,118kW,19kW,27kW,153kW,238kW,31kW,1kW,140kW,0kW,0kW,2kW,84kW,24kW,58kW,1698.5243072509766kW,10kW,51kW,109kW,0kW,47kW,8kW,19kW,40kW,3kW,42kW,105kW,58kW,11kW,18kW,104kW,111kW,0.02775675803422928kW,1kW,1kW,0kW,36kW,4kW,"",102kW,257kW,"",4kW,133kW,29kW,0kW,13kW,163kW,31kW,57kW,156kW,53kW,4kW,690kW,10kW,"",4kW,1kW,0kW,1kW,0kW,25kW,0kW,9kW,99kW,0kW,45kW,0kW,382kW,89kW,63kW,0kW,35kW,0kW,0kW,139kW,24kW,140kW,4kW,"",97kW,"","",165.51409721374512kW,4kW,3kW,0kW,339kW,1kW,21kW,61kW,13kW,70kW,151kW,2kW,4kW,143kW,3kW,10705.888153152326kW,0kW,166kW,50kW,"",1kW,9kW,13kW,667kW,11kW,"",1kW,19kW,12kW,142kW,3kW,413kW,0kW,109kW,11kW
2016-07-20T18:30:00+10:00 Sydney,182.81823184152816kW,36kW,43kW,"","",131kW,160kW,20kW,5kW,52kW,6kW,38kW,1kW,2kW,"",10kW,0kW,"",5kW,5kW,1kW,19kW,162kW,1kW,111kW,27kW,0kW,33kW,6kW,0kW,8kW,0kW,0kW,33kW,0kW,18kW,18kW,1kW,118kW,19kW,27kW,153kW,238kW,31kW,1kW,151kW,0kW,0kW,2kW,98kW,24kW,58kW,1698.5243072509766kW,10kW,46kW,83kW,0kW,47kW,8kW,19kW,40kW,3kW,42kW,105kW,58kW,11kW,18kW,96kW,111kW,0.027412734925746918kW,1kW,1kW,0kW,36kW,4kW,"",114kW,257kW,"",4kW,133kW,29kW,0kW,13kW,154kW,31kW,55kW,156kW,53kW,4kW,690kW,10kW,"",4kW,1kW,0kW,1kW,0kW,25kW,0kW,9kW,99kW,0kW,45kW,0kW,359kW,75kW,63kW,0kW,37kW,0kW,0kW,139kW,22kW,95kW,4kW,"",97kW,"","",161.47410202026367kW,4kW,3kW,0kW,339kW,1kW,27kW,60kW,13kW,67kW,150kW,2kW,4kW,143kW,3kW,10607.844053847693kW,0kW,165kW,50kW,"",1kW,9kW,13kW,667kW,11kW,"",1kW,19kW,12kW,142kW,3kW,413kW,0kW,109kW,11kW
2016-07-20T18:35:00+10:00 Sydney,182.81447175348708kW,39kW,43kW,"","",137kW,149kW,20kW,5kW,52kW,1kW,38kW,1kW,2kW,"",10kW,0kW,"",4kW,5kW,1kW,18kW,124kW,1kW,111kW,38kW,0kW,42kW,5kW,0kW,7kW,0kW,0kW,24kW,0kW,18kW,18kW,1kW,118kW,18kW,27kW,139kW,208kW,31kW,1kW,151kW,0kW,0kW,2kW,98kW,24kW,58kW,1705.0572967529297kW,11kW,46kW,83kW,0kW,47kW,8kW,19kW,40kW,3kW,42kW,92kW,58kW,11kW,20kW,96kW,116kW,0.027412734925746918kW,2kW,1kW,0kW,38kW,5kW,"",114kW,257kW,"",4kW,133kW,29kW,0kW,14kW,154kW,31kW,55kW,136kW,52kW,7kW,712kW,5kW,"",6kW,1kW,0kW,1kW,0kW,24kW,0kW,9kW,99kW,0kW,45kW,0kW,354kW,75kW,59kW,0kW,37kW,0kW,0kW,123kW,22kW,95kW,6kW,"",97kW,"","",158.47410202026367kW,14kW,2kW,0kW,357kW,1kW,27kW,60kW,13kW,67kW,150kW,4kW,4kW,143kW,3kW,10609.373283261606kW,0kW,165kW,52kW,"",1kW,5kW,13kW,660kW,10kW,"",0kW,19kW,12kW,146kW,3kW,401kW,4kW,109kW,7kW
2016-07-20T18:40:00+10:00 Sydney,181.810711665446kW,39kW,43kW,"","",137kW,149kW,16kW,5kW,53kW,1kW,38kW,2kW,2kW,"",10kW,0kW,"",4kW,5kW,1kW,18kW,124kW,1kW,111kW,38kW,0kW,42kW,5kW,0kW,7kW,0kW,0kW,24kW,0kW,9kW,9kW,1kW,88kW,18kW,27kW,139kW,208kW,31kW,1kW,150kW,0kW,0kW,2kW,98kW,27kW,65kW,1705.0572967529297kW,11kW,49kW,90kW,0kW,48kW,7kW,24kW,40kW,3kW,39kW,92kW,58kW,11kW,20kW,89kW,116kW,0.027412734925746918kW,2kW,1kW,0kW,38kW,5kW,"",119kW,252kW,"",5kW,132kW,25kW,0kW,14kW,161kW,31kW,55kW,136kW,52kW,7kW,712kW,5kW,"",6kW,1kW,0kW,1kW,0kW,24kW,0kW,9kW,103kW,0kW,51kW,0kW,353kW,75kW,60kW,0kW,38kW,0kW,0kW,123kW,22kW,100kW,6kW,"",84kW,"","",161.53850173950195kW,14kW,2kW,0kW,357kW,1kW,21kW,58kW,13kW,66kW,143kW,4kW,4kW,143kW,3kW,10525.433922892804kW,0kW,163kW,52kW,"",0kW,5kW,13kW,649kW,10kW,"",0kW,19kW,12kW,146kW,7kW,392kW,4kW,107kW,7kW
2016-07-20T18:45:00+10:00 Sydney,181.80695157740493kW,33kW,43kW,"","",137kW,149kW,16kW,5kW,53kW,1kW,44kW,2kW,2kW,"",10kW,0kW,"",4kW,5kW,1kW,18kW,112kW,1kW,80kW,38kW,0kW,42kW,5kW,0kW,7kW,0kW,0kW,24kW,0kW,9kW,9kW,1kW,88kW,18kW,27kW,153kW,208kW,34kW,1kW,150kW,0kW,0kW,2kW,80kW,27kW,65kW,1701.1466064453125kW,11kW,49kW,90kW,0kW,48kW,7kW,24kW,40kW,3kW,39kW,92kW,58kW,11kW,20kW,90kW,116kW,0.024963710457086563kW,2kW,1kW,0kW,38kW,5kW,"",119kW,252kW,"",5kW,132kW,25kW,0kW,14kW,159kW,34kW,53kW,136kW,52kW,7kW,712kW,5kW,"",6kW,1kW,0kW,1kW,0kW,24kW,0kW,9kW,103kW,0kW,51kW,0kW,361kW,68kW,60kW,0kW,38kW,0kW,0kW,123kW,21kW,100kW,6kW,"",84kW,"","",168.97759628295898kW,14kW,2kW,0kW,357kW,1kW,21kW,58kW,13kW,66kW,149kW,4kW,4kW,143kW,3kW,10519.956118016133kW,0kW,162kW,52kW,"",0kW,5kW,9kW,666kW,10kW,"",0kW,19kW,12kW,146kW,7kW,403kW,4kW,107kW,7kW
2016-07-20T18:50:00+10:00 Sydney,181.80319148936385kW,33kW,45kW,"","",132kW,156kW,16kW,5kW,52kW,1kW,44kW,2kW,4kW,"",11kW,0kW,"",2kW,5kW,1kW,18kW,112kW,1kW,80kW,20kW,0kW,40kW,5kW,0kW,7kW,0kW,0kW,25kW,0kW,9kW,9kW,1kW,88kW,18kW,33kW,153kW,201kW,34kW,1kW,150kW,0kW,0kW,2kW,80kW,25kW,39kW,1701.1466064453125kW,10kW,49kW,90kW,0kW,48kW,7kW,22kW,37kW,3kW,39kW,91kW,55kW,11kW,20kW,90kW,130kW,0.024963710457086563kW,2kW,1kW,0kW,36kW,2kW,"",123kW,252kW,"",5kW,132kW,25kW,0kW,14kW,159kW,34kW,53kW,105kW,52kW,5kW,666kW,10kW,"",2kW,1kW,0kW,1kW,0kW,24kW,0kW,8kW,99kW,0kW,51kW,0kW,361kW,68kW,56kW,0kW,38kW,0kW,2kW,128kW,21kW,100kW,5kW,"",84kW,"","",161.97759628295898kW,4kW,1kW,0kW,364kW,1kW,21kW,58kW,13kW,66kW,149kW,4kW,5kW,143kW,3kW,10447.952357928092kW,0kW,162kW,58kW,"",0kW,6kW,9kW,666kW,11kW,"",0kW,19kW,11kW,132kW,2kW,403kW,4kW,112kW,9kW
2016-07-20T18:55:00+10:00 Sydney,181.79943140132278kW,33kW,45kW,"","",132kW,156kW,26kW,5kW,52kW,1kW,44kW,2kW,4kW,"",11kW,0kW,"",2kW,5kW,1kW,18kW,112kW,1kW,80kW,20kW,0kW,40kW,5kW,0kW,7kW,0kW,0kW,25kW,0kW,12kW,12kW,1kW,83kW,18kW,33kW,153kW,201kW,32kW,1kW,155kW,0kW,0kW,2kW,80kW,25kW,39kW,1701.1466064453125kW,10kW,47kW,101kW,0kW,45kW,7kW,22kW,37kW,3kW,44kW,91kW,55kW,11kW,20kW,90kW,130kW,0.02702687866985798kW,2kW,1kW,0kW,36kW,2kW,"",123kW,256kW,"",4kW,125kW,25kW,0kW,14kW,150kW,32kW,53kW,105kW,52kW,5kW,666kW,10kW,"",2kW,1kW,0kW,1kW,0kW,24kW,0kW,8kW,99kW,0kW,51kW,0kW,376kW,68kW,54kW,0kW,36kW,0kW,2kW,128kW,25kW,100kW,5kW,"",87kW,"","",159.13519668579102kW,4kW,1kW,0kW,364kW,1kW,21kW,58kW,13kW,68kW,149kW,4kW,5kW,143kW,3kW,10465.108261411096kW,0kW,162kW,58kW,"",0kW,6kW,8kW,668kW,11kW,"",0kW,19kW,11kW,132kW,2kW,402kW,4kW,112kW,9kW
2016-07-20T19:00:00+10:00 Sydney,181.7956713132817kW,40kW,44kW,"","",167kW,156kW,26kW,8kW,52kW,1kW,47kW,2kW,4kW,"",11kW,0kW,"",2kW,5kW,1kW,18kW,107kW,1kW,79kW,20kW,0kW,40kW,5kW,0kW,7kW,0kW,0kW,22kW,0kW,12kW,12kW,1kW,83kW,19kW,33kW,161kW,201kW,32kW,1kW,155kW,0kW,0kW,2kW,78kW,25kW,39kW,1703.7292938232422kW,10kW,47kW,101kW,0kW,45kW,7kW,22kW,40kW,3kW,44kW,92kW,53kW,11kW,28kW,90kW,121kW,0.02702687866985798kW,2kW,1kW,0kW,36kW,2kW,"",117kW,256kW,"",4kW,125kW,25kW,0kW,16kW,150kW,32kW,54kW,125kW,52kW,3kW,682kW,10kW,"",2kW,1kW,0kW,1kW,0kW,24kW,0kW,8kW,99kW,0kW,51kW,0kW,352kW,63kW,54kW,0kW,36kW,0kW,1kW,123kW,25kW,100kW,3kW,"",87kW,"","",153.34170150756836kW,13kW,2kW,0kW,364kW,1kW,21kW,58kW,13kW,68kW,149kW,4kW,5kW,143kW,3kW,10464.893693522761kW,0kW,165kW,51kW,"",0kW,6kW,8kW,646kW,11kW,"",0kW,19kW,11kW,132kW,2kW,390kW,4kW,112kW,15kW
2016-07-20T19:05:00+10:00 Sydney,181.79191122524063kW,40kW,44kW,"","",167kW,128kW,26kW,8kW,54kW,1kW,47kW,2kW,2kW,"",10kW,0kW,"",2kW,6kW,1kW,19kW,107kW,1kW,79kW,22kW,0kW,30kW,5kW,0kW,7kW,0kW,0kW,22kW,0kW,14kW,14kW,3kW,77kW,19kW,46kW,161kW,227kW,32kW,1kW,155kW,0kW,0kW,2kW,78kW,24kW,61kW,1703.7292938232422kW,10kW,47kW,101kW,0kW,46kW,7kW,23kW,40kW,3kW,39kW,92kW,53kW,14kW,28kW,90kW,121kW,0.02702687866985798kW,2kW,1kW,0kW,34kW,6kW,"",117kW,256kW,"",4kW,135kW,26kW,0kW,16kW,160kW,32kW,54kW,125kW,52kW,3kW,682kW,11kW,"",6kW,1kW,0kW,1kW,0kW,25kW,0kW,8kW,101kW,0kW,63kW,0kW,352kW,63kW,54kW,0kW,36kW,0kW,1kW,123kW,25kW,100kW,3kW,"",70kW,"","",161.34170150756836kW,13kW,2kW,0kW,355kW,1kW,21kW,58kW,12kW,68kW,149kW,4kW,5kW,143kW,3kW,10419.88993343472kW,0kW,165kW,51kW,"",1kW,4kW,8kW,644kW,11kW,"",1kW,19kW,11kW,120kW,3kW,402kW,0kW,94kW,15kW
2016-07-20T19:10:00+10:00 Sydney,182.78815113719955kW,40kW,44kW,"","",167kW,128kW,27kW,8kW,54kW,1kW,32kW,1kW,2kW,"",10kW,0kW,"",2kW,6kW,1kW,19kW,107kW,1kW,79kW,22kW,0kW,30kW,5kW,0kW,7kW,0kW,0kW,22kW,0kW,14kW,14kW,3kW,77kW,19kW,46kW,161kW,227kW,34kW,1kW,153kW,0kW,0kW,2kW,82kW,24kW,61kW,1703.7292938232422kW,10kW,44kW,98kW,0kW,46kW,7kW,23kW,40kW,3kW,39kW,92kW,53kW,14kW,28kW,91kW,121kW,0.026980185881257057kW,2kW,1kW,0kW,34kW,6kW,"",117kW,259kW,"",4kW,135kW,26kW,0kW,16kW,160kW,34kW,54kW,125kW,52kW,3kW,682kW,11kW,"",6kW,1kW,0kW,1kW,0kW,25kW,0kW,8kW,101kW,0kW,63kW,0kW,334kW,59kW,54kW,0kW,35kW,0kW,1kW,123kW,22kW,97kW,3kW,"",70kW,"","",158.97290229797363kW,13kW,2kW,0kW,355kW,1kW,23kW,58kW,12kW,68kW,159kW,4kW,5kW,143kW,3kW,10390.517327444297kW,0kW,165kW,51kW,"",1kW,4kW,6kW,644kW,11kW,"",1kW,19kW,11kW,120kW,3kW,402kW,0kW,94kW,15kW
2016-07-20T19:15:00+10:00 Sydney,182.78439104915847kW,38kW,40kW,"","",157kW,139kW,27kW,5kW,54kW,3kW,32kW,1kW,2kW,"",9kW,0kW,"",2kW,3kW,1kW,19kW,100kW,1kW,68kW,20kW,0kW,30kW,5kW,0kW,7kW,0kW,0kW,18kW,0kW,14kW,14kW,2kW,77kW,19kW,36kW,143kW,201kW,34kW,1kW,153kW,0kW,0kW,2kW,82kW,24kW,61kW,1712.6636047363281kW,5kW,44kW,98kW,0kW,46kW,7kW,23kW,42kW,3kW,39kW,92kW,50kW,14kW,22kW,91kW,115kW,0.026980185881257057kW,1kW,1kW,0kW,35kW,5kW,"",113kW,259kW,"",4kW,135kW,26kW,0kW,13kW,160kW,34kW,54kW,100kW,51kW,4kW,680kW,10kW,"",4kW,1kW,0kW,1kW,0kW,26kW,0kW,9kW,101kW,0kW,63kW,0kW,350kW,59kW,46kW,0kW,35kW,0kW,0kW,120kW,22kW,97kW,4kW,"",70kW,"","",159.97290229797363kW,5kW,2kW,0kW,345kW,1kW,23kW,58kW,12kW,68kW,159kW,2kW,5kW,143kW,3kW,10154.44787826934kW,0kW,165kW,54kW,"",1kW,2kW,6kW,650kW,10kW,"",1kW,19kW,13kW,121kW,3kW,419kW,0kW,94kW,8kW
2016-07-20T19:20:00+10:00 Sydney,178.7806309611174kW,38kW,40kW,"","",157kW,139kW,30kW,5kW,52kW,3kW,32kW,2kW,2kW,"",9kW,0kW,"",2kW,3kW,1kW,19kW,100kW,1kW,68kW,20kW,0kW,30kW,5kW,0kW,7kW,0kW,0kW,18kW,0kW,14kW,14kW,2kW,73kW,19kW,36kW,143kW,201kW,34kW,1kW,152kW,0kW,0kW,2kW,82kW,26kW,40kW,1712.6636047363281kW,5kW,41kW,99kW,0kW,45kW,7kW,16kW,42kW,3kW,32kW,92kW,50kW,14kW,22kW,91kW,115kW,0.026980185881257057kW,1kW,1kW,0kW,35kW,5kW,"",113kW,242kW,"",4kW,128kW,26kW,0kW,13kW,159kW,34kW,54kW,100kW,51kW,4kW,680kW,10kW,"",4kW,1kW,0kW,1kW,0kW,26kW,0kW,9kW,96kW,0kW,59kW,0kW,348kW,59kW,46kW,0kW,38kW,0kW,0kW,120kW,22kW,95kW,4kW,"",62kW,"","",159.8462028503418kW,5kW,2kW,0kW,345kW,1kW,21kW,56kW,12kW,62kW,154kW,2kW,5kW,143kW,3kW,10030.317418733668kW,0kW,166kW,54kW,"",0kW,2kW,6kW,653kW,10kW,"",1kW,19kW,13kW,121kW,2kW,405kW,0kW,97kW,8kW
2016-07-20T19:25:00+10:00 Sydney,178.77687087307632kW,49kW,40kW,"","",157kW,139kW,30kW,5kW,52kW,3kW,34kW,2kW,2kW,"",9kW,0kW,"",2kW,3kW,1kW,19kW,85kW,1kW,63kW,20kW,0kW,30kW,5kW,0kW,7kW,0kW,0kW,18kW,0kW,14kW,14kW,2kW,73kW,19kW,36kW,149kW,201kW,28kW,1kW,152kW,0kW,0kW,2kW,72kW,26kW,40kW,1706.4409942626953kW,5kW,41kW,99kW,0kW,45kW,7kW,16kW,42kW,3kW,32kW,92kW,50kW,14kW,22kW,91kW,115kW,0.027300113812088966kW,1kW,1kW,0kW,35kW,5kW,"",113kW,242kW,"",4kW,128kW,26kW,0kW,13kW,159kW,28kW,54kW,100kW,51kW,4kW,680kW,10kW,"",4kW,1kW,0kW,1kW,0kW,26kW,0kW,9kW,96kW,0kW,59kW,0kW,341kW,54kW,46kW,0kW,38kW,0kW,0kW,120kW,24kW,95kW,4kW,"",62kW,"","",162.96780014038086kW,5kW,2kW,0kW,345kW,1kW,21kW,56kW,12kW,62kW,159kW,2kW,5kW,143kW,3kW,10011.212965389965kW,0kW,165kW,54kW,"",0kW,2kW,8kW,659kW,10kW,"",1kW,19kW,13kW,121kW,2kW,396kW,0kW,97kW,8kW
