Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-25T17:55:00+11:00 Sydney,225kW,23kW,46kW,"","",139kW,156kW,15kW,10kW,0kW,0kW,70kW,2kW,4kW,"",8kW,0kW,"",1kW,4kW,1kW,14kW,218kW,0kW,165kW,32kW,0kW,79kW,10kW,0kW,0kW,14kW,0kW,130kW,1kW,27kW,27kW,0kW,244kW,0kW,29kW,53kW,164kW,127kW,5kW,49kW,0kW,0kW,12kW,91kW,4kW,24kW,1827.746597290039kW,0kW,144kW,0kW,0kW,124kW,6kW,0kW,0kW,1kW,83kW,69kW,88kW,6kW,4kW,236kW,112kW,0.02925335243344307kW,0kW,6kW,0kW,46kW,0kW,"",43kW,0kW,"",0kW,178kW,55kW,0kW,24kW,485kW,"",114kW,121kW,90kW,9kW,592kW,14kW,"",1kW,5kW,0kW,6kW,64kW,9kW,0kW,8kW,268kW,0kW,70kW,0kW,499kW,102kW,97kW,76kW,119kW,0kW,3kW,0kW,29kW,221kW,9kW,"",0kW,"","",540.2048034667969kW,4kW,3kW,0kW,369kW,7kW,78kW,70kW,15kW,94kW,169kW,0kW,11kW,135kW,2kW,13249.98065410927kW,14892.72705078125kW,146kW,74kW,"",1kW,0kW,6kW,929kW,18kW,"",6kW,14kW,31kW,126kW,4kW,444kW,0kW,117kW,0kW
2016-02-25T18:00:00+11:00 Sydney,225kW,23kW,46kW,"","",139kW,156kW,15kW,10kW,0kW,0kW,54kW,2kW,4kW,"",8kW,0kW,"",1kW,4kW,1kW,14kW,215kW,0kW,165kW,32kW,0kW,79kW,10kW,0kW,0kW,14kW,0kW,130kW,1kW,27kW,27kW,0kW,244kW,0kW,29kW,53kW,164kW,127kW,5kW,49kW,0kW,0kW,12kW,91kW,4kW,24kW,1827.746597290039kW,0kW,144kW,0kW,0kW,124kW,6kW,0kW,0kW,1kW,83kW,69kW,88kW,6kW,4kW,236kW,112kW,0.02925335243344307kW,0kW,6kW,0kW,46kW,0kW,"",37kW,0kW,"",0kW,183kW,42kW,0kW,24kW,485kW,"",177kW,121kW,98kW,9kW,592kW,14kW,"",1kW,5kW,0kW,6kW,64kW,9kW,0kW,8kW,268kW,0kW,70kW,0kW,499kW,102kW,97kW,73kW,157kW,0kW,3kW,0kW,26kW,213kW,9kW,"",0kW,"","",540.2048034667969kW,4kW,3kW,0kW,369kW,7kW,78kW,53kW,21kW,94kW,164kW,0kW,11kW,135kW,2kW,13229.98065410927kW,14725.604614257812kW,141kW,74kW,"",1kW,0kW,6kW,887kW,18kW,"",6kW,14kW,22kW,126kW,4kW,440kW,0kW,117kW,0kW
2016-02-25T18:05:00+11:00 Sydney,225kW,26kW,41kW,"","",184kW,152kW,17kW,10kW,0kW,0kW,54kW,2kW,5kW,"",9kW,0kW,"",1kW,2kW,1kW,14kW,215kW,0kW,164kW,30kW,0kW,48kW,5kW,0kW,0kW,33kW,0kW,115kW,1kW,22kW,22kW,3kW,213kW,0kW,34kW,53kW,168kW,60kW,5kW,49kW,0kW,0kW,12kW,91kW,4kW,25kW,1796.9140930175781kW,0kW,89kW,0kW,0kW,125kW,5kW,0kW,0kW,1kW,83kW,69kW,81kW,6kW,4kW,236kW,98kW,0.02925335243344307kW,0kW,1kW,0kW,56kW,0kW,"",37kW,0kW,"",0kW,183kW,42kW,0kW,18kW,485kW,"",177kW,121kW,91kW,9kW,602kW,18kW,"",1kW,5kW,0kW,6kW,65kW,9kW,0kW,5kW,270kW,0kW,70kW,0kW,503kW,102kW,84kW,73kW,157kW,0kW,3kW,0kW,25kW,213kW,9kW,"",0kW,"","",551.2048034667969kW,4kW,1kW,0kW,354kW,10kW,78kW,53kW,21kW,80kW,165kW,0kW,10kW,141kW,4kW,12962.148149836808kW,14150.490966796875kW,141kW,79kW,"",1kW,0kW,6kW,887kW,18kW,"",5kW,14kW,22kW,111kW,7kW,440kW,0kW,117kW,0kW
2016-02-25T18:10:00+11:00 Sydney,225kW,26kW,41kW,"","",184kW,152kW,17kW,10kW,0kW,0kW,54kW,2kW,5kW,"",9kW,0kW,"",1kW,2kW,1kW,14kW,215kW,0kW,164kW,30kW,0kW,48kW,5kW,0kW,0kW,33kW,0kW,115kW,1kW,22kW,22kW,3kW,213kW,0kW,34kW,55kW,168kW,60kW,5kW,44kW,0kW,0kW,12kW,121kW,4kW,25kW,1796.9140930175781kW,0kW,89kW,0kW,0kW,125kW,5kW,0kW,0kW,1kW,62kW,69kW,81kW,6kW,4kW,156kW,98kW,0.030341241508722305kW,0kW,1kW,0kW,56kW,0kW,"",37kW,0kW,"",0kW,183kW,42kW,0kW,18kW,485kW,"",177kW,121kW,91kW,9kW,619kW,18kW,"",1kW,5kW,0kW,6kW,65kW,9kW,0kW,5kW,270kW,0kW,67kW,0kW,491kW,69kW,87kW,73kW,157kW,0kW,3kW,0kW,25kW,203kW,8kW,"",0kW,"","",519.1689910888672kW,4kW,1kW,0kW,354kW,10kW,40kW,53kW,21kW,80kW,165kW,0kW,10kW,141kW,4kW,12727.113425347954kW,13944.317749023438kW,141kW,79kW,"",1kW,0kW,6kW,840kW,16kW,"",5kW,14kW,22kW,111kW,7kW,447kW,0kW,115kW,0kW
2016-02-25T18:15:00+11:00 Sydney,225kW,24kW,40kW,"","",170kW,152kW,17kW,10kW,0kW,0kW,58kW,1kW,1kW,"",9kW,0kW,"",1kW,5kW,1kW,14kW,160kW,0kW,164kW,30kW,0kW,48kW,5kW,0kW,0kW,24kW,0kW,83kW,1kW,24kW,24kW,0kW,183kW,0kW,30kW,55kW,181kW,60kW,5kW,44kW,0kW,0kW,12kW,121kW,4kW,25kW,1796.9140930175781kW,0kW,89kW,0kW,0kW,125kW,5kW,0kW,0kW,1kW,62kW,61kW,76kW,6kW,13kW,156kW,97kW,0.030341241508722305kW,0kW,1kW,0kW,56kW,0kW,"",28kW,0kW,"",0kW,137kW,43kW,0kW,17kW,485kW,"",132kW,118kW,78kW,8kW,602kW,18kW,"",1kW,5kW,0kW,6kW,68kW,7kW,0kW,5kW,270kW,0kW,67kW,0kW,459kW,69kW,87kW,78kW,115kW,0kW,3kW,0kW,24kW,203kW,8kW,"",0kW,"","",519.1689910888672kW,2kW,2kW,0kW,354kW,10kW,40kW,69kW,22kW,80kW,174kW,0kW,9kW,131kW,3kW,12368.113425347954kW,13638.595092773438kW,141kW,72kW,"",1kW,0kW,6kW,799kW,16kW,"",6kW,14kW,23kW,111kW,7kW,442kW,0kW,115kW,0kW
2016-02-25T18:20:00+11:00 Sydney,238kW,24kW,40kW,"","",170kW,155kW,18kW,10kW,0kW,0kW,58kW,1kW,1kW,"",4kW,0kW,"",1kW,5kW,1kW,14kW,160kW,0kW,176kW,30kW,0kW,62kW,9kW,0kW,0kW,24kW,0kW,83kW,1kW,24kW,24kW,0kW,183kW,0kW,30kW,61kW,181kW,64kW,1kW,55kW,0kW,0kW,12kW,102kW,4kW,27kW,1847.4029998779297kW,0kW,141kW,0kW,0kW,120kW,8kW,0kW,0kW,1kW,60kW,61kW,81kW,6kW,13kW,156kW,97kW,0.02888147160410881kW,0kW,1kW,0kW,55kW,0kW,"",28kW,0kW,"",0kW,137kW,43kW,0kW,17kW,494kW,"",132kW,118kW,78kW,8kW,565kW,15kW,"",1kW,5kW,0kW,6kW,68kW,7kW,0kW,5kW,250kW,0kW,67kW,0kW,459kW,69kW,91kW,78kW,115kW,0kW,4kW,0kW,24kW,203kW,8kW,"",0kW,"","",464.626708984375kW,2kW,2kW,0kW,358kW,8kW,29kW,69kW,22kW,78kW,174kW,0kW,9kW,131kW,3kW,12268.058590333909kW,13617.583374023438kW,141kW,72kW,"",1kW,0kW,6kW,799kW,16kW,"",6kW,14kW,23kW,122kW,4kW,422kW,0kW,121kW,0kW
2016-02-25T18:25:00+11:00 Sydney,238kW,24kW,40kW,"","",170kW,155kW,18kW,10kW,0kW,0kW,51kW,1kW,1kW,"",4kW,0kW,"",1kW,5kW,1kW,14kW,160kW,0kW,176kW,30kW,0kW,62kW,9kW,0kW,0kW,24kW,0kW,83kW,1kW,24kW,24kW,0kW,183kW,0kW,30kW,61kW,181kW,64kW,1kW,55kW,0kW,0kW,12kW,102kW,4kW,27kW,1847.4029998779297kW,0kW,141kW,0kW,0kW,120kW,8kW,0kW,0kW,1kW,60kW,61kW,81kW,6kW,13kW,164kW,97kW,0.02888147160410881kW,0kW,1kW,0kW,55kW,0kW,"",28kW,0kW,"",0kW,137kW,38kW,0kW,17kW,493kW,"",132kW,118kW,78kW,8kW,565kW,15kW,"",1kW,5kW,0kW,6kW,68kW,7kW,0kW,5kW,250kW,0kW,65kW,0kW,471kW,67kW,91kW,69kW,115kW,0kW,4kW,0kW,24kW,198kW,8kW,"",0kW,"","",421.4029998779297kW,2kW,2kW,0kW,358kW,8kW,29kW,69kW,22kW,78kW,174kW,0kW,9kW,131kW,3kW,12306.834881227463kW,13645.16552734375kW,141kW,72kW,"",1kW,0kW,9kW,916kW,19kW,"",6kW,14kW,23kW,122kW,4kW,408kW,0kW,121kW,0kW
2016-02-25T18:30:00+11:00 Sydney,238kW,27kW,42kW,"","",145kW,155kW,13kW,7kW,0kW,0kW,51kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,14kW,173kW,0kW,176kW,33kW,0kW,62kW,5kW,0kW,0kW,24kW,0kW,77kW,1kW,22kW,22kW,0kW,168kW,0kW,29kW,61kW,152kW,58kW,1kW,55kW,0kW,0kW,2kW,102kW,4kW,29kW,1847.4029998779297kW,0kW,85kW,0kW,0kW,120kW,8kW,0kW,0kW,1kW,60kW,58kW,84kW,2kW,14kW,164kW,99kW,0.02888147160410881kW,0kW,1kW,0kW,43kW,0kW,"",28kW,0kW,"",0kW,126kW,38kW,0kW,21kW,480kW,"",120kW,118kW,83kW,8kW,590kW,15kW,"",1kW,5kW,0kW,6kW,68kW,7kW,0kW,5kW,250kW,0kW,65kW,0kW,441kW,67kW,91kW,69kW,114kW,0kW,4kW,0kW,21kW,198kW,8kW,"",0kW,"","",421.4029998779297kW,3kW,1kW,0kW,358kW,8kW,29kW,51kW,16kW,78kW,178kW,0kW,26kW,132kW,3kW,12142.834881227463kW,13496.075317382812kW,140kW,76kW,"",1kW,0kW,9kW,910kW,19kW,"",5kW,14kW,17kW,122kW,4kW,408kW,0kW,121kW,0kW
2016-02-25T18:35:00+11:00 Sydney,222kW,27kW,42kW,"","",145kW,152kW,13kW,7kW,0kW,0kW,51kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,14kW,173kW,0kW,174kW,33kW,0kW,52kW,5kW,0kW,0kW,24kW,0kW,77kW,1kW,22kW,22kW,0kW,168kW,0kW,29kW,53kW,152kW,58kW,1kW,50kW,0kW,0kW,2kW,103kW,4kW,29kW,1818.9138946533203kW,0kW,85kW,0kW,0kW,120kW,8kW,0kW,0kW,3kW,54kW,58kW,84kW,2kW,14kW,105kW,99kW,0.03010503388941288kW,0kW,1kW,0kW,43kW,0kW,"",28kW,0kW,"",0kW,126kW,38kW,0kW,21kW,481kW,"",120kW,118kW,83kW,8kW,607kW,14kW,"",1kW,5kW,0kW,6kW,68kW,7kW,0kW,5kW,213kW,0kW,65kW,0kW,441kW,67kW,85kW,69kW,114kW,0kW,4kW,0kW,21kW,198kW,7kW,"",0kW,"","",242.75959396362305kW,3kW,1kW,0kW,382kW,4kW,37kW,51kW,16kW,78kW,179kW,0kW,26kW,132kW,3kW,11790.703593650833kW,13559.254516601562kW,140kW,76kW,"",1kW,0kW,9kW,910kW,19kW,"",5kW,14kW,17kW,105kW,4kW,416kW,0kW,99kW,0kW
2016-02-25T18:40:00+11:00 Sydney,226kW,27kW,42kW,"","",145kW,152kW,13kW,7kW,0kW,0kW,53kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,14kW,169kW,0kW,174kW,33kW,0kW,52kW,5kW,0kW,0kW,24kW,0kW,77kW,1kW,22kW,22kW,0kW,168kW,0kW,29kW,53kW,152kW,58kW,1kW,50kW,0kW,0kW,2kW,103kW,4kW,29kW,1818.9138946533203kW,0kW,85kW,0kW,0kW,120kW,8kW,0kW,0kW,3kW,54kW,58kW,84kW,2kW,14kW,107kW,99kW,0.03010503388941288kW,0kW,1kW,0kW,43kW,0kW,"",28kW,0kW,"",0kW,125kW,43kW,0kW,21kW,481kW,"",156kW,118kW,83kW,8kW,607kW,14kW,"",1kW,5kW,0kW,6kW,68kW,7kW,0kW,5kW,213kW,0kW,65kW,0kW,449kW,61kW,85kW,70kW,114kW,0kW,4kW,0kW,21kW,173kW,7kW,"",0kW,"","",469.5821952819824kW,3kW,1kW,0kW,382kW,4kW,37kW,44kW,28kW,78kW,173kW,0kW,26kW,132kW,3kW,11971.526194969192kW,13210.524169921875kW,143kW,76kW,"",1kW,0kW,8kW,849kW,15kW,"",5kW,14kW,12kW,105kW,4kW,409kW,0kW,99kW,0kW
2016-02-25T18:45:00+11:00 Sydney,226kW,28kW,37kW,"","",132kW,145kW,13kW,10kW,0kW,0kW,53kW,1kW,1kW,"",4kW,0kW,"",5kW,2kW,1kW,14kW,169kW,0kW,174kW,29kW,0kW,61kW,8kW,0kW,0kW,24kW,0kW,39kW,1kW,19kW,19kW,0kW,132kW,0kW,28kW,53kW,170kW,57kW,3kW,50kW,0kW,0kW,2kW,103kW,4kW,31kW,1784.9138946533203kW,0kW,131kW,0kW,0kW,118kW,8kW,0kW,0kW,3kW,54kW,54kW,82kW,2kW,15kW,107kW,101kW,0.03010503388941288kW,0kW,2kW,0kW,44kW,0kW,"",22kW,0kW,"",0kW,125kW,43kW,0kW,18kW,479kW,"",156kW,117kW,82kW,7kW,591kW,14kW,"",1kW,5kW,0kW,6kW,63kW,11kW,0kW,5kW,213kW,0kW,65kW,0kW,472kW,61kW,85kW,70kW,90kW,0kW,4kW,0kW,21kW,173kW,7kW,"",0kW,"","",468.5821952819824kW,3kW,1kW,0kW,343kW,4kW,37kW,44kW,28kW,78kW,175kW,0kW,10kW,129kW,3kW,11753.526194969192kW,13046.078430175781kW,143kW,64kW,"",1kW,0kW,8kW,843kW,15kW,"",1kW,14kW,12kW,105kW,2kW,409kW,0kW,99kW,0kW
2016-02-25T18:50:00+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12970.60107421875kW,"","","","","","","","","","","","","","","","","",""
2016-02-25T18:50:01+11:00 Sydney,218kW,28kW,37kW,"","",132kW,145kW,13kW,10kW,0kW,0kW,53kW,1kW,1kW,"",4kW,0kW,"",5kW,2kW,1kW,14kW,169kW,0kW,172kW,29kW,0kW,61kW,8kW,0kW,0kW,24kW,0kW,39kW,1kW,19kW,19kW,0kW,132kW,0kW,28kW,54kW,170kW,57kW,3kW,57kW,0kW,0kW,2kW,104kW,4kW,31kW,1785.5106964111328kW,0kW,131kW,0kW,0kW,118kW,8kW,0kW,0kW,1kW,49kW,54kW,85kW,2kW,15kW,103kW,101kW,0.030806781724095345kW,0kW,2kW,0kW,44kW,0kW,"",22kW,0kW,"",0kW,125kW,43kW,0kW,18kW,454kW,"",156kW,117kW,82kW,7kW,582kW,18kW,"",1kW,5kW,0kW,6kW,63kW,11kW,0kW,5kW,171kW,0kW,61kW,0kW,474kW,67kW,68kW,70kW,90kW,0kW,4kW,0kW,21kW,173kW,7kW,"",0kW,"","",496.83981132507324kW,3kW,1kW,0kW,343kW,5kW,36kW,44kW,28kW,76kW,175kW,0kW,10kW,129kW,3kW,11678.38131451793kW,"",143kW,64kW,"",1kW,0kW,8kW,836kW,13kW,"",1kW,14kW,12kW,105kW,2kW,414kW,0kW,95kW,0kW
2016-02-25T18:55:00+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12880.940673828125kW,"","","","","","","","","","","","","","","","","",""
2016-02-25T18:55:01+11:00 Sydney,214kW,28kW,37kW,"","",132kW,145kW,13kW,10kW,0kW,0kW,54kW,1kW,1kW,"",4kW,0kW,"",5kW,2kW,1kW,14kW,165kW,0kW,172kW,29kW,0kW,61kW,8kW,0kW,0kW,24kW,0kW,39kW,1kW,19kW,19kW,0kW,132kW,0kW,28kW,54kW,170kW,57kW,3kW,57kW,0kW,0kW,2kW,104kW,4kW,31kW,1785.5106964111328kW,0kW,131kW,0kW,0kW,118kW,8kW,0kW,0kW,1kW,49kW,54kW,85kW,2kW,15kW,103kW,101kW,0.030806781724095345kW,0kW,2kW,0kW,44kW,0kW,"",23kW,0kW,"",0kW,122kW,41kW,0kW,18kW,454kW,"",177kW,117kW,76kW,7kW,582kW,18kW,"",1kW,5kW,0kW,6kW,63kW,11kW,0kW,5kW,171kW,0kW,61kW,0kW,470kW,67kW,68kW,76kW,81kW,0kW,4kW,0kW,21kW,171kW,7kW,"",0kW,"","",496.83981132507324kW,3kW,1kW,0kW,343kW,5kW,36kW,39kW,23kW,76kW,171kW,0kW,10kW,129kW,4kW,11610.38131451793kW,"",140kW,64kW,"",1kW,0kW,8kW,787kW,13kW,"",1kW,14kW,14kW,105kW,2kW,410kW,0kW,95kW,0kW
2016-02-25T19:00:00+11:00 Sydney,214kW,28kW,38kW,"","",131kW,149kW,12kW,7kW,0kW,0kW,54kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,14kW,165kW,0kW,167kW,30kW,0kW,73kW,8kW,0kW,0kW,10kW,0kW,49kW,1kW,25kW,25kW,0kW,142kW,0kW,30kW,54kW,160kW,43kW,1kW,57kW,0kW,0kW,2kW,104kW,4kW,25kW,1838.4898986816406kW,0kW,133kW,0kW,0kW,117kW,10kW,0kW,0kW,1kW,49kW,52kW,78kW,3kW,17kW,103kW,96kW,0.02991064265370369kW,0kW,2kW,0kW,44kW,0kW,"",23kW,0kW,"",0kW,122kW,41kW,0kW,19kW,447kW,"",177kW,113kW,75kW,7kW,575kW,14kW,"",1kW,5kW,0kW,5kW,63kW,7kW,0kW,5kW,166kW,0kW,61kW,0kW,422kW,67kW,56kW,76kW,81kW,0kW,3kW,0kW,21kW,171kW,7kW,"",0kW,"","",495.83981132507324kW,2kW,1kW,0kW,349kW,5kW,36kW,39kW,23kW,75kW,171kW,0kW,27kW,89kW,4kW,11497.359620649368kW,12823.064147949219kW,140kW,56kW,"",1kW,0kW,8kW,787kW,13kW,"",1kW,14kW,14kW,102kW,2kW,398kW,0kW,104kW,0kW
2016-02-25T19:05:00+11:00 Sydney,227kW,28kW,38kW,"","",131kW,149kW,12kW,7kW,0kW,0kW,47kW,1kW,1kW,"",4kW,0kW,"",1kW,2kW,1kW,14kW,165kW,0kW,167kW,30kW,0kW,73kW,8kW,0kW,0kW,10kW,0kW,49kW,1kW,25kW,25kW,0kW,142kW,0kW,30kW,50kW,160kW,43kW,1kW,52kW,0kW,0kW,2kW,87kW,4kW,25kW,1838.4898986816406kW,0kW,133kW,0kW,0kW,117kW,10kW,0kW,0kW,3kW,41kW,52kW,78kW,3kW,17kW,85kW,96kW,0.02991064265370369kW,0kW,2kW,0kW,44kW,0kW,"",23kW,0kW,"",0kW,122kW,27kW,0kW,19kW,447kW,"",177kW,113kW,75kW,7kW,607kW,14kW,"",1kW,5kW,0kW,5kW,63kW,7kW,0kW,5kW,166kW,0kW,60kW,0kW,399kW,60kW,56kW,46kW,81kW,0kW,3kW,0kW,21kW,165kW,7kW,"",0kW,"","",451.6268062591553kW,2kW,1kW,0kW,349kW,5kW,35kW,39kW,23kW,75kW,171kW,0kW,27kW,89kW,4kW,11417.14661558345kW,12615.509094238281kW,140kW,56kW,"",1kW,0kW,5kW,867kW,13kW,"",1kW,14kW,14kW,102kW,2kW,403kW,0kW,104kW,0kW
2016-02-25T19:10:00+11:00 Sydney,227kW,33kW,33kW,"","",135kW,149kW,12kW,10kW,0kW,0kW,47kW,1kW,1kW,"",4kW,0kW,"",3kW,2kW,1kW,14kW,153kW,0kW,167kW,28kW,0kW,73kW,8kW,0kW,0kW,8kW,0kW,115kW,5kW,21kW,21kW,0kW,121kW,0kW,37kW,50kW,172kW,53kW,1kW,52kW,0kW,0kW,2kW,87kW,4kW,26kW,1838.4898986816406kW,0kW,133kW,0kW,0kW,117kW,10kW,0kW,0kW,3kW,41kW,54kW,79kW,3kW,18kW,85kW,91kW,0.02991064265370369kW,0kW,1kW,0kW,45kW,0kW,"",21kW,0kW,"",0kW,126kW,27kW,0kW,13kW,452kW,"",151kW,124kW,75kW,7kW,593kW,14kW,"",1kW,5kW,0kW,5kW,61kW,7kW,0kW,5kW,166kW,0kW,60kW,0kW,444kW,60kW,56kW,46kW,88kW,0kW,3kW,0kW,20kW,165kW,7kW,"",0kW,"","",451.6268062591553kW,3kW,1kW,0kW,349kW,5kW,35kW,33kW,12kW,75kW,176kW,0kW,9kW,25kW,3kW,11444.14661558345kW,12465.52392578125kW,139kW,65kW,"",1kW,0kW,5kW,899kW,13kW,"",0kW,14kW,10kW,102kW,2kW,403kW,0kW,104kW,0kW
2016-02-25T19:15:00+11:00 Sydney,211kW,33kW,33kW,"","",135kW,147kW,15kW,10kW,0kW,0kW,47kW,1kW,1kW,"",4kW,0kW,"",3kW,2kW,1kW,14kW,153kW,0kW,159kW,28kW,0kW,58kW,5kW,0kW,0kW,8kW,0kW,115kW,5kW,21kW,21kW,0kW,121kW,0kW,37kW,60kW,172kW,53kW,5kW,57kW,0kW,0kW,2kW,95kW,4kW,26kW,1839.2151947021484kW,0kW,111kW,0kW,0kW,117kW,8kW,0kW,0kW,1kW,41kW,54kW,78kW,3kW,18kW,85kW,91kW,0.030913367867469788kW,0kW,1kW,0kW,44kW,0kW,"",21kW,0kW,"",0kW,126kW,27kW,0kW,13kW,441kW,"",151kW,124kW,75kW,7kW,550kW,11kW,"",1kW,5kW,0kW,5kW,61kW,7kW,0kW,5kW,163kW,0kW,60kW,0kW,444kW,60kW,54kW,46kW,88kW,0kW,3kW,0kW,20kW,165kW,7kW,"",0kW,"","",438.1721076965332kW,3kW,1kW,0kW,338kW,5kW,29kW,33kW,12kW,73kW,176kW,0kW,9kW,25kW,3kW,11309.41821576655kW,12198.496337890625kW,139kW,65kW,"",1kW,0kW,5kW,899kW,13kW,"",0kW,14kW,10kW,100kW,2kW,407kW,0kW,91kW,0kW
2016-02-25T19:20:00+11:00 Sydney,215kW,33kW,33kW,"","",135kW,147kW,15kW,10kW,0kW,0kW,45kW,1kW,1kW,"",4kW,0kW,"",3kW,2kW,1kW,14kW,148kW,0kW,159kW,28kW,0kW,58kW,5kW,0kW,0kW,8kW,0kW,115kW,5kW,21kW,21kW,0kW,121kW,0kW,37kW,60kW,172kW,53kW,5kW,57kW,0kW,0kW,2kW,95kW,4kW,26kW,1839.2151947021484kW,0kW,111kW,0kW,0kW,117kW,8kW,0kW,0kW,1kW,41kW,54kW,78kW,3kW,18kW,84kW,91kW,0.030913367867469788kW,0kW,1kW,0kW,44kW,0kW,"",21kW,0kW,"",0kW,96kW,7kW,0kW,13kW,441kW,"",40kW,124kW,75kW,7kW,550kW,11kW,"",1kW,5kW,0kW,5kW,61kW,7kW,0kW,5kW,163kW,0kW,60kW,0kW,443kW,58kW,54kW,65kW,88kW,0kW,3kW,0kW,20kW,165kW,7kW,"",0kW,"","",357.9940986633301kW,3kW,1kW,0kW,338kW,5kW,29kW,35kW,12kW,73kW,171kW,0kW,9kW,25kW,3kW,10983.240206733346kW,12172.966003417969kW,140kW,65kW,"",1kW,0kW,6kW,834kW,7kW,"",0kW,14kW,12kW,100kW,2kW,392kW,0kW,91kW,0kW
